entity_uid,entity_label,entity_text,attribute_name,attribute_value,evidence,source,confidence,extract_method
Person:claude_shannon,Person,Claude Shannon,occupation,engineer,"His 1948 paper ""A Mathematical Theory of Communication"" laid the foundations for the field of information theory, referred to as a ""blueprint for the digital era"" by electrical engineer Robert G.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,professor,"From 1956 to 1978, he was a professor at MIT.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1862,"(1862–1934), was a businessman and, for a while, a judge of probate in Gaylord.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1934,"(1862–1934), was a businessman and, for a while, a judge of probate in Gaylord.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1880,"His mother, Mabel Wolf Shannon (1880–1945), was a language teacher, who also served as the principal of Gaylord High School.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1945,"His mother, Mabel Wolf Shannon (1880–1945), was a language teacher, who also served as the principal of Gaylord High School.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1609,"Both Shannon and Edison were descendants of John Ogden (1609–1682), a colonial leader and an ancestor of many distinguished people.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,1682,"Both Shannon and Edison were descendants of John Ogden (1609–1682), a colonial leader and an ancestor of many distinguished people.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"Shannon had worked at Bell Labs for a few months in the summer of 1937, and returned there to work on fire-control systems and cryptography during World War II, under a contract with section D-2 (Control Systems section) of the National Defense Research Committee (NDRC).",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:government_code_and_cypher_school_at,Organization,Government Code and Cypher School at,org_type,school,Navy's cryptanalytic service the methods used by the Government Code and Cypher School at Bletchley Park to break the cyphers used by the Kriegsmarine U-boats in the north Atlantic Ocean.,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bletchley_park,Organization,Bletchley Park,org_type,park,Navy's cryptanalytic service the methods used by the Government Code and Cypher School at Bletchley Park to break the cyphers used by the Kriegsmarine U-boats in the north Atlantic Ocean.,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_lab,Organization,Bell Lab,org_type,laboratory,He was also interested in the encipherment of speech and to this end spent time at Bell Labs.,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"While he was at Bell Labs, Shannon proved that the cryptographic one-time pad is unbreakable in his classified research that was later published in 1949.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,author,"Claude Shannon's influence has been immense in the field, for example, in a 1973 collection of the key papers in the field of information theory, he was author or coauthor of 12 of the 49 papers cited, while no one else appeared more than three times.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"In his time at Bell Labs, he also co-developed pulse-code modulation alongside Bernard M.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,2001,"Shannon developed Alzheimer's disease and spent the last few years of his life in a nursing home; he died in 2001, survived by his wife, a son and daughter, and two granddaughters.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_lab,Organization,Bell Lab,org_type,laboratory,"Shannon met his second wife, Mary Elizabeth Moore (Betty), when she was a numerical analyst at Bell Labs.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"There are six statues of Shannon sculpted by Eugene Daub: one at the University of Michigan; one at MIT in the Laboratory for Information and Decision Systems; one in Gaylord, Michigan; one at the University of California, San Diego; one at Bell Labs; and another at AT&T Shannon Labs.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"After the breakup of the Bell System, the part of Bell Labs that remained with AT&T Corporation was named Shannon Labs in his honor.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,engineer,"Consultant and writer Tom Rutledge, writing for Boston Review, stated that ""Of the computer pioneers who drove the mid-20th-century information technology revolution—an elite men’s club of scholar-engineers who also helped crack Nazi codes and pinpoint missile trajectories—Shannon may have been the most brilliant of them all."" Electrical engineer Robert Gallager stated about Shannon that ""He had this amazing clarity of vision.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"Bell Labs hosted the First Shannon Conference on the Future of the Information Age on April 28–29, 2016, in Murray Hill, New Jersey, to celebrate Claude Shannon and the continued impact of his legacy on society.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"Bell Labs launched a web exhibit on April 30, 2016, chronicling Shannon's hiring at Bell Labs (under an NDRC contract with US Government), his subsequent work there from 1942 through 1957, and details of Mathematics Department.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1916,"Weisstein: Mathworld biography of Shannon, Claude Elwood (1916–2001) Shannon, Claude Elwood (1916–2001) – from Eric Weisstein's World of Scientific Biography",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,2001,"Weisstein: Mathworld biography of Shannon, Claude Elwood (1916–2001) Shannon, Claude Elwood (1916–2001) – from Eric Weisstein's World of Scientific Biography",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:bell_labs,Organization,Bell Labs,org_type,laboratory,"Mindell, David A., ""Automation's Finest Hour: Bell Labs and Automatic Control in World War II"", IEEE Control Systems, December 1995, pp.",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,logician,"Nahin, Paul J., The Logician and the Engineer: How George Boole and Claude Shannon Created the Information Age, Princeton University Press, 2013, ISBN 978-0691151007",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,occupation,engineer,"Nahin, Paul J., The Logician and the Engineer: How George Boole and Claude Shannon Created the Information Age, Princeton University Press, 2013, ISBN 978-0691151007",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Organization:princeton_university,Organization,Princeton University,org_type,university,"Nahin, Paul J., The Logician and the Engineer: How George Boole and Claude Shannon Created the Information Age, Princeton University Press, 2013, ISBN 978-0691151007",https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,birth_date,1916,Claude Elwood Shannon (1916–2001) at the Notices of the American Mathematical Society,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:claude_shannon,Person,Claude Shannon,death_date,2001,Claude Elwood Shannon (1916–2001) at the Notices of the American Mathematical Society,https://en.wikipedia.org/wiki/Claude_Shannon,high,regex_rule
Person:max_newman,Person,Max Newman,occupation,mathematician,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,occupation,codebreaker,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,nationality,British,"Maxwell Herman Alexander Newman, FRS (7 February 1897 – 22 February 1984), generally known as Max Newman, was a British mathematician and codebreaker.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Organization:university_of_manchester,Organization,University of Manchester,org_type,university,"His work in World War II led to the construction of Colossus, the world's first operational, programmable electronic computer, and he established the Royal Society Computing Machine Laboratory at the University of Manchester, which produced the world's first working, stored-program electronic computer in 1948, the Manchester Baby.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,birth_date,1935,"They had two sons, Edward (born 1935) and William (born 1939).",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,birth_date,1939,"They had two sons, Edward (born 1935) and William (born 1939).",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Organization:government_code_and_cypher_school,Organization,Government Code and Cypher School,org_type,school,"After Patrick Blackett recommended him to the Director of Naval Intelligence, Newman was sounded out by Frank Adcock in connection with the Government Code and Cypher School at Bletchley Park.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
Person:max_newman,Person,Max Newman,nationality,German,"Newman was cautious, concerned to ensure that the work would be sufficiently interesting and useful, and there was also the possibility that his father's German nationality would rule out any involvement in top-secret work.",https://en.wikipedia.org/wiki/Max_Newman,high,regex_rule
